#,Company name,Symbol,Price (USD),Market cap (In millions),Sector,Provided by GlobeFunder.com
1962,Tandem Diabetes Care,TNDM,$41.45,"$2,665.18",Medical Devices,
1963,Trinet Group,TNET,$64.52,"$4,015.09",HR solutions,
1964,Travel + Leisure,TNL,$36.43,"$2,961.05",Consumer Cyclical,
1965,Toll Brothers,TOL,$50.55,"$5,728.83",Building Company,
1966,Toast,TOST,$18.76,"$9,769.04",Software,
1967,TPG Partners,TPG,$30.36,"$9,127.24",Asset Management,
1968,TRI Pointe Homes Inc,TPH,$18.94,"$1,911.31",Construction,
1969,TPI Composites,TPIC,$10.68,$448.04,Wind Turbines,
1970,Texas Pacific Land Trust,TPL,"$2,516.99","$19,392.14",Land Trust,
1971,Tapestry,TPR,$36.60,"$8,819.18",Luxury Apparel,
1972,Tempur Sealy,TPX,$33.40,"$5,710.88",Bedding Products,
1973,Tootsie Roll Industries,TR,$43.17,"$3,145.58",Manufacturer,
1974,Trex Company,TREX,$43.81,"$4,807.64",Manufacturer,
1975,Targa Resources,TRGP,$70.10,"$15,868.91",Natural Gas,
1976,Thomson Reuters,TRI,$113.64,"$54,678.92",Business Information Services,
1977,TripAdvisor,TRIP,$18.00,"$2,530.55",Online Reviews,
1978,Trimble,TRMB,$49.83,"$12,289.30",Software,
1979,Trinity Industries Inc,TRN,$28.81,"$2,345.23",Railcar products,
1980,Terreno Realty Corporation,TRNO,$56.05,"$4,263.54",Real Estate,
1981,T. Rowe Price,TROW,$110.52,"$24,697.33",Asset Management,
1982,TransCanada Corporation,TRP,$40.30,"$40,813.06",Energy,
1983,TriMas,TRS,$27.08,"$1,136.40",Manufacturer,
1984,TransUnion,TRU,$57.28,"$11,037.86",IT Services,
1985,Trupanion,TRUP,$49.82,"$2,036.82",Pet Insurance,
1986,Travelers,TRV,$182.80,"$42,838.72",P&C Insurance,
1987,Tenaris ADR,TS,$32.79,"$18,576.79",Manufacturer,
1988,Tractor Supply Company,TSCO,$210.51,"$23,253.61",Retail,
1989,Tower Semiconductor,TSEM,$45.78,"$17,072.10",Semiconductor,
1990,Tesla,TSLA,$150.23,"$470,741.18",Electric Vehicles,
1991,Sixth Street Specialty Lending,TSLX,$17.22,"$1,394.53",Lending platform,
1992,Taiwan Semiconductor,TSM,$76.30,"$12,096,522.27",Semiconductors,
1993,Tyson Foods,TSN,$61.84,"$22,237.00",Food Production,
1994,TuSimple,TSP,$1.54,$345.71,Driverless Vehicles,
1995,Trane Technologies,TT,$170.36,"$39,235.13",Manufacturer,
1996,Toro,TTC,$112.01,"$11,671.73",Landscape Maintenance,
1997,Trade Desk,TTD,$46.15,"$22,590.94",Advertising Tech,
1998,TotalEnergies SE,TTE,$59.60,"$151,089.86",Oil & Gas,
1999,TTEC Holdings,TTEC,$44.17,"$2,085.69",Services,
2000,Tetra Tech,TTEK,$149.57,"$7,924.39",Consulting,
2001,TechTarget,TTGT,$43.12,"$1,264.43",Software,
2002,Tata Motors,TTM,$24.76,"$1,498,838.80",Car Manufacturers,
2003,TTM Technologies Inc,TTMI,$15.62,"$1,596.46",Manufacturer,
2004,Take-Two Interactive,TTWO,$100.76,"$16,909.45",Video Games,
2005,Telus,TU,$19.73,"$28,003.66",Telecommunications,
2006,"Grupo Televisa, S.A.B.",TV,$4.77,"$2,719.10",Media,
2007,Travere Therapeutics Inc,TVTX,$19.69,"$1,263.58",Biotech,
2008,Tradeweb Markets,TW,$62.89,"$14,738.81",Financial Services,
2009,Thoughtworks Holding Inc,TWKS,$9.91,"$3,120.05",IT,
2010,Twilio,TWLO,$47.92,"$8,833.59",Communications,
2011,Hostess Brands Inc,TWNK,$23.20,"$3,106.17",Bakery,
2012,Two Harbors Investment,TWO,$15.96,"$1,378.54",Real Estate,
2013,2U,TWOU,$7.13,$557.60,Education,
2014,Twist Bioscience Corp,TWST,$25.25,"$1,428.35",Bioscience,
2015,Twitter,TWTR,$0.00,"$41,093.72",Social Media,
2016,Ternium ADR,TX,$28.79,"$5,651.70",Manufacturer,
2017,10X Genomics,TXG,$35.60,"$4,074.90",Biotechnology,
2018,TherapeuticsMD,TXMD,$7.09,$67.12,Healthcare,
2019,Texas Instruments,TXN,$169.55,"$153,878.82",Semiconductors,
2020,Texas Roadhouse,TXRH,$96.69,"$6,469.99",Restaurant Chain,
2021,Textron,TXT,$70.00,"$14,614.00",Conglomerate,
2022,Tyler Technologies,TYL,$320.30,"$13,337.26",Software,
2023,Unity Software,U,$28.99,"$11,684.11",Game Engine,
2024,Under Armour (Class C),UA,$8.79,"$4,296.06",Performance Apparel,
2025,Under Armour,UAA,$10.15,"$4,296.06",Performance Apparel,
2026,United Airlines,UAL,$38.43,"$12,563.84",Airline Service,
2027,Uber,UBER,$25.97,"$51,794.75",Ridesharing,
2028,UBS Group AG,UBS,$17.75,"$59,256.85",Global Banking Group,
2029,United Bankshares,UBSI,$38.36,"$5,165.52",Banking,
2030,United Community Banks,UCBI,$32.12,"$3,410.17",Banking,
2031,Ultra Clean Holdings,UCTT,$35.09,"$1,596.48",Semiconductors,
2032,Udemy,UDMY,$11.05,"$1,561.61",Online Learning,
2033,UDR,UDR,$39.12,"$12,735.19",REIT,
2034,Urban Edge Properties,UE,$14.35,"$1,685.24",Real Estate,
2035,Ufp Industries,UFPI,$79.50,"$4,900.18",Supplier,
2036,UGI,UGI,$36.69,"$7,694.22",Natural gas,
2037,Ultrapar Participações,UGP,$2.24,"$13,147.88",Oil & Gas,
2038,Amerco,UHAL,#N/A,#N/A,Insurance,
2039,Universal Health Services,UHS,$135.77,"$9,694.92",Healthcare,
2040,Ubiquiti Networks,UI,$274.84,"$16,608.26",Technology,
2041,"Frontier Group Holdings, Inc.",ULCC,$11.39,"$2,480.33",Airlines,
2042,Ulta Beauty,ULTA,$451.12,"$22,953.33",Cosmetics,
2043,UMB Financial Corp,UMBF,$77.72,"$3,754.83",Financial Services,
2044,United Microelectronics,UMC,$6.96,"$536,088.60",Manufacturing,
2045,UMH Properties,UMH,$16.50,$919.63,REIT,
2046,Umpqua Holdings Corporation,UMPQ,$17.49,"$3,796.26",Financial Services,
2047,Unifirst,UNF,$185.31,"$3,462.39",Consumer Goods,
2048,United Natural Foods Inc,UNFI,$39.42,"$2,358.56",Wholesale company,
2049,UnitedHealth,UNH,$523.70,"$489,318.58",Health Care Plans,
2050,Uniti Group,UNIT,$5.93,"$1,406.60",Real Estate,
2051,Unum Group,UNM,$39.05,"$7,768.64",Insurance,
2052,Union Pacific,UNP,$210.21,"$129,237.30",Rail Logistics,
2053,Univar,UNVR,$32.14,"$5,244.17",Chemicals and Ingredients Distribution,
2054,UPS,UPS,$178.20,"$154,128.38",Package Delivery,
2055,Upstart Holdings,UPST,$15.34,"$1,256.00",Consumer Lending,
2056,Upwork Inc,UPWK,$10.89,"$1,430.32",Freelancing,
2057,Urban Outfitters,URBN,$26.27,"$2,421.46",Apparel Retail,
2058,United Rentals,URI,$353.51,"$24,501.24",Equipment Rental,
2059,US Bancorp,USB,$42.15,"$64,499.66",Banking,
2060,US Foods Holding,USFD,$35.46,"$7,974.62",Foodservice distribution,
2061,United States Cellular Corporation,USM,$20.18,"$1,719.77",Mobile network,
2062,USANA Health Sciences,USNA,$52.14,"$1,001.42",Marketing,
2063,US Physical Therapy,USPH,$84.61,"$1,100.06",Healthcare,
2064,United Therapeutics,UTHR,$278.96,"$12,714.14",Biotechnology,
2065,Utz Brands,UTZ,$16.50,"$2,312.67",Food,
2066,Universal Corporation,UVV,$52.62,"$1,292.10",Tobacco,
2067,Visa,V,$206.89,"$389,676.07",Payments,
2068,Marriott Vacations Worldwide,VAC,$137.77,"$5,279.37",Hospitality,
2069,Valaris,VAL,$60.26,"$4,530.27",Energy,
2070,Vale,VALE,$16.07,"$409,455.21",Metals & Mining,
2071,Veritex Holdings Inc,VBTX,$27.43,"$1,481.36",Financials,
2072,Visteon Corp,VC,$132.21,"$3,720.76",Automotive company,
2073,Vericel,VCEL,$24.56,"$1,159.80",Biopharmaceutical,
2074,Victory Capital Holdings Inc,VCTR,$26.95,"$1,846.34",Management,
2075,Veracyte Inc,VCYT,$27.41,"$1,966.75",Biotech,
2076,Veeco Instruments Inc,VECO,$19.38,$996.62,Manufacturing,
2077,Veeva Systems,VEEV,$168.26,"$26,196.13",Software,
2078,Veru Inc,VERU,$4.99,$402.31,Healthcare,
2079,Verve Therapeutics,VERV,$19.27,"$1,187.11",Biotechnology,
2080,Vermilion Energy,VET,$17.29,"$3,859.28",Energy company,
2081,VF Corporation,VFC,$26.37,"$10,246.48",North Face & Vans,
2082,Vector Group,VGR,$11.38,"$1,761.58",Tobacco,
2083,Viavi Solutions,VIAV,$10.38,"$2,349.60",Technology,
2084,VICI Properties,VICI,$33.34,"$33,252.40",Real Estate,
2085,Vicor Corp,VICR,$53.40,"$2,352.19",Electronics,
2086,Vipshop Holdings Limited,VIPS,$13.35,"$8,146.47",Retail,
2087,Vir Biotechnology Inc,VIR,$26.67,"$3,550.19",Biotechnology,
2088,Virtu Financial Inc,VIRT,$20.18,"$3,408.87",Finance,
2089,Telefonica Brasil,VIV,$6.92,"$61,811.94",Communications,
2090,Meridian Bioscience,VIVO,$32.90,"$1,441.94",Diagnostics,
2091,Valero,VLO,$119.37,"$46,019.91",Oil & Gas Refining,
2092,Valley National Bancorp,VLY,$11.10,"$5,620.56",Financial Services,
2093,Vulcan Materials Company,VMC,$177.17,"$23,547.10",Construction,
2094,Valmont Industries,VMI,$324.33,"$6,918.95",Manufacturer,
2095,VMware,VMW,$121.76,"$51,799.93",IT Services,
2096,Vontier Corporation,VNT,$18.64,"$2,945.00",Technology,
2097,Voya Financial,VOYA,$59.65,"$5,796.36",Financial Services,
2098,Veris Residential Inc,VRE,$16.21,"$1,476.46",Real estate,
2099,Varonis Systems,VRNS,$23.89,"$2,633.16",Technology,
2100,Verint Systems Inc.,VRNT,$35.67,"$2,349.45",Customer engagement,
2101,Verra Mobility Corp,VRRM,$13.95,"$2,090.77",IT,
2102,Verisk Analytics,VRSK,$175.02,"$27,371.01",Data Analytics,
2103,Verisign,VRSN,$200.65,"$21,272.19",Domain Names,
2104,Vertiv Holdings Co,VRT,$13.14,"$4,957.66",Data,
2105,Virtus Investment Partners,VRTS,$189.32,"$1,369.16",Asset management,
2106,Vertex Pharmaceuticals,VRTX,$304.80,"$78,239.54",Biotechnology,
2107,ViaSat,VSAT,$29.93,"$2,262.32",Services,
2108,Victoria's Secret,VSCO,$38.26,"$3,092.44",Retail,
2109,Vishay Intertechnology Inc,VSH,$21.60,"$3,059.96",Manufacturer,
2110,Vistra Energy,VST,$24.07,"$9,578.74",Energy Provider,
2111,Vista Outdoor Inc,VSTO,$23.86,"$1,349.83",Design,
2112,Bristow,VTOL,$23.94,$670.71,VTOL,
2113,Ventas,VTR,$44.65,"$17,847.41",Real Estate,
2114,Viatris,VTRS,$10.96,"$13,291.02",Healthcare,
2115,"VENTYX BIOSCIENCES, INC.",VTYX,$32.64,"$1,848.65",Biotechnology,
2116,Valvoline,VVV,$30.60,"$5,343.38",Chemical manufacturing,
2117,V2X,VVX,$38.24,"$1,165.02",Services,
2118,Verizon,VZ,$37.12,"$155,897.20",Communications,
2119,Vizio Holding Corp,VZIO,$8.66,"$1,683.94",Streaming,
2120,Wayfair,W,$36.90,"$3,952.80",Home Furniture,
2121,WABTEC Corporation,WAB,$99.25,"$18,050.38",Rail Logistics Tech,
2122,Westamerica Bancorporation,WABC,$56.21,"$1,512.75",Banking,
2123,Washington Federal Inc,WAFD,$32.78,"$2,140.85",Banking,
2124,Western Alliance Bancorporation,WAL,$56.60,"$6,164.42",Financial Services,
2125,Waldencast,WALD,$9.20,$989.60,Beauty & Wellness,
2126,Waters,WAT,$338.48,"$20,108.28",Manufacturing,
2127,Weibo,WB,$17.59,"$32,844.46",Chinese Social Media,
2128,Walgreens Boots,WBA,$39.05,"$33,674.15",Pharmaceuticals,
2129,Warner Bros. Discovery,WBD,$9.91,"$24,065.40",Entertainment,
2130,Webster Financial Corporation,WBS,$44.50,"$7,743.42",Financial Services,
2131,WESCO International,WCC,$120.31,"$6,117.00",Electronics,
2132,Waste Connections,WCN,$134.50,"$34,599.44",Waste Management,
2133,Workday,WDAY,$175.22,"$45,031.52",SaaS Provider,
2134,Western Digital,WDC,$31.94,"$10,145.75",Data Storage,
2135,WD-40,WDFC,$160.43,"$2,178.63",Basic MAterials,
2136,Woodside Energy Group,WDS,$24.00,"$67,880.28",Oil & Gas,
2137,WEC Energy Group,WEC,$95.13,"$30,007.28",Electric Services,
2138,Welltower,WELL,$64.32,"$30,392.58",Healthcare,
2139,Wendy's Company,WEN,$23.10,"$4,920.92",Restaurant Chains,
2140,Werner Enterprises,WERN,$41.36,"$2,614.04",Transport,
2141,WEX,WEX,$161.29,"$7,031.12",Payment Solutions,
2142,Wells Fargo,WFC,$41.19,"$156,954.08",Financial Services,
2143,West Fraser Timber,WFG,$72.20,"$8,071.89",Forestry,
2144,Winnebago Industries Inc,WGO,$55.33,"$1,687.10",Manufacture,
2145,Wyndham Hotels & Resorts,WH,$70.39,"$6,217.14",-,
2146,Cactus,WHD,$49.13,"$3,727.89",Engineering,
2147,Whirlpool,WHR,$141.49,"$7,708.14",Home Appliance,
2148,Wingstop,WING,$154.28,"$4,615.50",Restaurant Chains,
2149,Encore Wire,WIRE,$139.63,"$2,561.17",Manufacturing,
2150,Wipro,WIT,$4.58,"$2,130,032.91",IT Services,
2151,Wix.com Ltd,WIX,$80.89,"$4,631.29",Website Builder,
2152,Workiva,WK,$83.34,"$4,379.32",Software,
2153,Workhorse Group Inc,WKHS,$1.95,$320.00,Electric Trucks,
2154,WalkMe,WKME,$10.65,$899.99,-,
2155,Willdan Group,WLDN,$18.40,$244.63,Consulting,
2156,Westlake Chemical,WLK,$103.35,"$13,181.01",Manufacturer,
2157,John Wiley & Sons,WLY,$38.92,"$2,165.17",Publishing company,
2158,Waste Management,WM,$161.79,"$66,411.07",Waste Management,
2159,Williams Companies,WMB,$32.35,"$39,402.30",Oil & Gas,
2160,Warner Music Group,WMG,$33.64,"$17,319.68",Music Entertainment,
2161,Weis Markets Inc,WMK,$81.21,"$2,184.42",Food retailer,
2162,Advanced Drainage Systems Inc,WMS,$85.64,"$7,095.76",Manufacture,
2163,Walmart,WMT,$142.75,"$384,968.06",Supermarkets,
2164,WNS Holdings,WNS,$80.14,"$3,847.50",Process Management,
2165,Wolfspeed,WOLF,$77.06,"$9,571.87",Semiconductors,
2166,Petco Health and Wellness Company,WOOF,$9.76,"$2,964.22",Pet Health and Wellness,
2167,Worthington Industries Inc,WOR,$51.30,"$2,550.19",Manufacturer,
2168,WideOpenWest Inc,WOW,$9.20,$806.47,Services,
2169,W. P. Carey,WPC,$79.78,"$16,596.85",REIT,
2170,WR Berkley,WRB,$72.05,"$19,127.55",Insurance,
2171,Warby Parker,WRBY,$14.48,"$1,674.24",Eyewear,
2172,WestRock,WRK,$35.07,"$8,924.05",Packaging Solutions,
2173,World Acceptance Corporation,WRLD,$62.06,$388.31,Financial Services,
2174,WesBanco Inc,WSBC,$36.21,"$2,142.03",Bank holding,
2175,WSFS Financial Corporation,WSFS,$44.62,"$2,748.00",Banking,
2176,Williams-Sonoma,WSM,$111.71,"$7,436.25",Retail,
2177,Watsco,WSO,$255.35,"$10,081.80",Technology,
2178,West Pharmaceutical Services,WST,$226.10,"$16,738.86",Pharmaceutical,
2179,Wintrust Financial,WTFC,$80.22,"$4,874.59",Financial Services,
2180,White Mountains Insurance Group,WTM,"$1,361.18","$3,506.72",Insurance,
2181,Essential Utilities,WTRG,$46.50,"$12,196.52",Utilities,
2182,Watts Water Technologies,WTS,$144.09,"$4,797.22",Industrials,
2183,Western Union,WU,$13.28,"$5,128.35",Financial Services,
2184,Woodward,WWD,$91.52,"$5,467.32",Manufacturer,
2185,World Wrestling Entertainment,WWE,$73.78,"$5,489.16",Entertainment,
2186,Wolverine World Wide Inc,WWW,$10.23,$805.66,Manufacturer,
2187,Weyerhaeuser Co.,WY,$31.30,"$23,034.20",Timber Sellers,
2188,Wynn Resorts,WYNN,$86.01,"$9,746.09",Casinos & Hotels,
2189,United States Steel,X,$25.00,"$5,856.72",Steel Production,
2190,Xcel Energy,XEL,$69.92,"$38,263.61",Electricity & Gas,
2191,Xenon Pharmaceuticals Inc,XENE,$38.83,"$2,428.58",Pharmaceutical,
2192,Exagen,XGN,$2.47,$40.31,Pharmaceuticals,
2193,Xenia Hotels & Resorts Inc,XHR,$13.78,"$1,568.82",Real Estate,
2194,Qualtrics International,XM,$10.39,"$6,137.69",Software,
2195,"Xometry, Inc.",XMTR,$32.53,"$1,456.17",Capital Goods,
2196,Xencor Inc,XNCR,$27.43,"$1,643.72",Biotech,
2197,Exxon Mobil,XOM,$104.70,"$431,154.48",Oil & Gas,
2198,XP,XP,$13.99,"$7,770.95",Financial Services,
2199,Xpel,XPEL,$62.10,"$1,714.96",Automotive industry,
2200,Xpeng,XPEV,$10.30,"$68,674.30",Electric Vehicles,
2201,XPO Logistics,XPO,$36.22,"$4,171.19",Transport,
2202,Dentsply,XRAY,$30.52,"$6,559.11",Dental Equipment,
2203,Xerox,XRX,$15.19,"$2,363.60",Printers & Scanners,
2204,Xylem,XYL,$109.91,"$19,808.15",Industrials,
2205,Yelp Inc,YELP,$27.48,"$1,915.42",Crowd-sourced reviews,
2206,YETI Holdings Inc,YETI,$41.95,"$3,618.11",Outdoor Products,
2207,Clear Secure,YOU,$29.76,"$4,536.30",Document Verification,
2208,YPF,YPF,$7.47,"$5,692.36",Oil & Gas,
2209,Yum! Brands,YUM,$129.37,"$36,441.95",Restaurant Chains,
2210,Yum! China Holdings,YUMC,$56.00,"$23,431.93",Restaurant Chains,
2211,YY,YY,$32.85,"$2,327.19",Social Platform,
2212,Zillow Group,Z,$36.05,"$8,465.85",Real Estate,
2213,Zimmer Biomet,ZBH,$125.58,"$26,353.25",Medical Devices,
2214,Zebra Technologies,ZBRA,$248.92,"$12,851.68",Business Hardware,
2215,Ziff Davis,ZD,$80.25,"$3,869.72",Technology,
2216,Zendesk,ZEN,$2.21,$219.97,Software,
2217,Zillow,ZG,$35.02,"$8,465.85",Real Estate,
2218,ZoomInfo Technologies,ZI,$29.80,"$12,028.98",SaaS,
2219,Zimvie,ZIMV,$9.02,$235.32,Medical Equipment,
2220,Zions Bancorporation,ZION,$46.07,"$6,892.89",Banking,
2221,ZipRecruiter,ZIP,$16.59,"$1,827.98",Job Search Engine,
2222,Zai Lab,ZLAB,$32.59,"$23,693.92",Biotechnology,
2223,Zoom,ZM,$69.86,"$20,421.63",Online Meetings,
2224,China Southern Airlines,ZNH,$33.64,"$136,332.98",Airline Service,
2225,Zentalis Pharmaceuticals,ZNTL,$19.81,"$1,130.55",Biotech,
2226,Zscaler,ZS,$114.21,"$16,470.48",Information Security,
2227,ZTO Express,ZTO,$26.88,"$179,613.23",Transportation,
2228,Zoetis,ZTS,$144.46,"$67,328.75",Drug Manufacturing,
2229,Zuora,ZUO,$5.91,$789.58,Software,
2230,Zurn Water Solutions Corp,ZWS,$21.83,"$3,881.26",Manufacturer,
